|	Key                 |	Value
8692   |	           that he will take            |	{ a }
8693   |	            he will take a              |	{ plane }
8694   |	           will take a plane            |	{ to }
8695   |	            take a plane to             |	{ Mexico, }
8696   |	          a plane to Mexico,            |	{ all }
8697   |	         plane to Mexico, all           |	{ the }
8698   |	          to Mexico, all the            |	{ uncles }
8699   |	        Mexico, all the uncles          |	{ and }
8700   |	          all the uncles and            |	{ aunts }
8701   |	         the uncles and aunts           |	{ will }
8702   |	         uncles and aunts will          |	{ be }
8703   |	           and aunts will be            |	{ there, }
8704   |	         aunts will be there,           |	{ and }
8705   |	          will be there, and            |	{ they }
8706   |	          be there, and they            |	{ will }
8707   |	         there, and they will           |	{ have }
8708   |	          and they will have            |	{ a }
8709   |	           they will have a             |	{ black-and-white }
8710   |	      will have a black-and-white       |	{ photo }
8711   |	     have a black-and-white photo       |	{ taken }
8712   |	     a black-and-white photo taken      |	{ in }
8713   |	    black-and-white photo taken in      |	{ front }
8714   |	         photo taken in front           |	{ of }
8715   |	           taken in front of            |	{ the }
8716   |	           front of the tomb            |	{ with }
8717   |	           of the tomb with             |	{ flowers }
8718   |	         the tomb with flowers          |	{ shaped }
8719   |	       tomb with flowers shaped         |	{ like }
8720   |	       with flowers shaped like         |	{ spears }
8721   |	      flowers shaped like spears        |	{ in }
8722   |	         shaped like spears in          |	{ a }
8723   |	           like spears in a             |	{ white }
8724   |	           spears in a white            |	{ vase }
8725   |	            in a white vase             |	{ because }
8726   |	         a white vase because           |	{ this }
8727   |	        white vase because this         |	{ is }
8728   |	         vase because this is           |	{ how }
8729   |	          because this is how           |	{ they }
8730   |	           this is how they             |	{ send }
8731   |	           is how they send             |	{ the }
8732   |	           how they send the            |	{ dead }
8733   |	          they send the dead            |	{ away }
8734   |	          send the dead away            |	{ in }
8735   |	           the dead away in             |	{ that }
8736   |	           dead away in that            |	{ country. }
8737   |	         away in that country.          |	{ Because }
8738   |	       in that country. Because         |	{ I }
8739   |	        that country. Because I         |	{ am }
8740   |	         country. Because I am          |	{ the }
8741   |	           Because I am the             |	{ oldest, }
8742   |	           I am the oldest,             |	{ my }
8743   |	           am the oldest, my            |	{ father }
8744   |	         the oldest, my father          |	{ has }
8745   |	         oldest, my father has          |	{ told }
8746   |	          my father has told            |	{ me }
8747   |	          father has told me            |	{ first, }
8748   |	          has told me first,            |	{ and }
8749   |	          told me first, and            |	{ now }
8750   |	           me first, and now            |	{ it }
8751   |	           first, and now it            |	{ is }
8752   |	             now it is my               |	{ turn }
8753   |	             it is my turn              |	{ to }
8754   |	             is my turn to              |	{ tell }
8755   |	            my turn to tell             |	{ the }
8756   |	           turn to tell the             |	{ others. }
8757   |	          to tell the others.           |	{ I }
8758   |	          tell the others. I            |	{ will }
8759   |	          the others. I will            |	{ have }
8760   |	          others. I will have           |	{ to }
8761   |	            I will have to              |	{ explain , tell }
8762   |	         will have to explain           |	{ why }
8763   |	          have to explain why           |	{ we }
8764   |	           to explain why we            |	{ can't }
8765   |	         explain why we can't           |	{ play. }
8766   |	          why we can't play.            |	{ I }
